Respondent;S3_Recode;CATV_INSTALLATION_DATE;Churn_risk;CITY_NAME;CommercialProductName;COMMUNITY_NAME;ConvergedStatus;DTV_INSTALLATION_DATE;DTV_TIER_OPTION_NAME;Film1;FixedVoicePlan;FoxSportEDL;FoxSportINT;HasCATV;HasDTV;HasINT;HasTEL;INTERNET_INSTALLATION_DATE;INTERNET_TIER_OPTION_NAME;InternetSecurityType;IntSecurity_Benefit;Kids_Benefit;MediaBoxType;MoviesSeriesL;MoviesSeriesStd;MoviesSeriesXL;MSL_Benefit;PlayLevel;SALUTATION;TELEPHONY_INSTALLATION_DATE;TELEPHONY_TIER_OPTION_NAME;Tenure;TVContentPack;Sport,
3153;MEDIUM RISK;41607;high;WOUDRICHEM;Internet Complete & TV Start;ALTENA;Not Converged;41607;Extra Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;41607;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;1;0;TV + INT + TEL;Dhr.;41607;Vast Bellen;7.263.013.699;Extra Channel Pack;1,
3157;LOYAL & LIGHT RISK;42208;mid;OEGSTGEEST;Internet Complete & TV Complete;OEGSTGEEST;Converged;42208;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42208;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;42208;Vast Bellen;9.580.821.918;Standard Channel Pack;0,
3159;MEDIUM RISK;41578;low;VELSERBROEK;Internet Start & TV Complete (2P);VELSEN;Not Converged;41578;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;41578;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Mevr.;41578;;7.342.465.753;Standard Channel Pack;0,
3164;HIGH RISK;41578;mid;DONGEN;Internet Max & TV Max Next;DONGEN;Converged;41578;Extra Channel Pack No Horizon;1;Vast Bellen;0;0;1;1;1;1;41578;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41578;Vast Bellen;7.342.465.753;Extra Channel Pack;1,
3165;HIGH RISK;41614;low;'S-GRAVENHAGE;Internet Complete & TV Complete (Selene);S GRAVENHAGE;Not Converged;41614;Extra Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;41614;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL (SELENE);0;1;1;0;TV + INT + TEL;Dhr.;41614;Volop Bellen;7.243.835.616;Extra Channel Pack;0,
3166;LOYAL & LIGHT RISK;44122;high;'S-GRAVENHAGE;Internet Start & TV Start (2P);S GRAVENHAGE;Not Converged;44121;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;44121;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT;Dhr.;;;0.375342466;Standard Channel Pack;0,
3167;HIGH RISK;41060;low;AMERSFOORT;Internet Complete & TV Complete Next;AMERSFOORT;Not Converged;41060;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41060;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;41060;Volop Bellen;8.761.643.836;Standard Channel Pack;0,
3175;MEDIUM RISK;41992;mid;ROERMOND;Internet Complete & TV Complete Next;ROERMOND;Not Converged;40199;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42258;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;43661;Vast Bellen;1.112.054.795;Standard Channel Pack;0,
3179;MEDIUM RISK;42663;mid;TILBURG;25Mbp/s, Kabel TV & bellen (Tientje Vriendje);TILBURG;Not Converged;;Cable TV;0;Vast Bellen;0;0;1;0;1;1;42663;25 / 2.5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Mevr.;42663;Vast Bellen;4.369.863.014;Cable TV;0
3183;LOYAL & LIGHT RISK;43817;low;URK;Internet Complete & TV Complete (2P);URK;Converged;43803;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;43803;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT;Dhr.;;;1.246.575.342;Standard Channel Pack;1,
3184;HIGH RISK;40312;high;ZWOLLE;TV Standaard (digitaal) (fZiggo);ZWOLLE;Not Converged;40312;Standard Channel Pack No Horizon;0;;0;0;1;1;0;0;;;;0;0;;0;0;0;0;TV;Dhr.;;;108.109.589;Standard Channel Pack;0,
3185;HIGH RISK;43205;high;STADSKANAAL;Internet Complete & TV Start;STADSKANAAL;Converged;43204;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;43204;250 / 25 MBPS;SAFE ONLINE XL;1;0;;1;0;0;1;TV + INT + TEL;Dhr.;43204;Vast Bellen;2.887.671.233;Standard Channel Pack;0,
3186;MEDIUM RISK;42553;low;HUISSEN;Internet Start XL & TV Start;LINGEWAARD;Not Converged;42553;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;100 / 10 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr./Mevr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
3190;HIGH RISK;39192;low;OOSTERHOUT NB;Alles-in-1 Plus (digitaal) (fZiggo);OOSTERHOUT;Not Converged;39192;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;39192;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;39192;Vast Bellen;1.387.945.205;Standard Channel Pack;0,
3193;MEDIUM RISK;40616;high;BREDA;Internet Complete & TV Complete;BREDA;Converged;40616;Extra Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;40616;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;1;0;TV + INT + TEL;Dhr.;40616;Vast Bellen;9.978.082.192;Extra Channel Pack;1,
3195;HIGH RISK;41331;low;ECHT;Alles-in-1 Plus (digitaal) (fZiggo);ECHT-SUSTEREN;Converged;41331;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41331;250 / 25 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT + TEL;Mevr.;41331;Volop Bellen;8.019.178.082;Standard Channel Pack;1,
3199;HIGH RISK;40478;high;BREDA;Internet Start & TV Complete Next;BREDA;Not Converged;40478;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40478;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;40478;Vast Bellen;1.035.616.438;Standard Channel Pack;0,
3202;HIGH RISK;40897;mid;DELFT;Internet Max & TV Complete (2P);DELFT;Not Converged;42599;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;40897;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Mevr.;;;9.208.219.178;Standard Channel Pack;0,
3203;MEDIUM RISK;41789;mid;APELDOORN;Internet Complete & TV Complete Next;APELDOORN;Converged;41793;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41793;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;41793;Vast Bellen;6.764.383.562;Standard Channel Pack;1,
3204;HIGH RISK;42637;low;KOEKANGE;Internet Max & TV Start;DE WOLDEN;Not Converged;42637;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;42637;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr.;42637;Volop Bellen;444.109.589;Standard Channel Pack;0,
3206;MEDIUM RISK;41991;mid;'S-GRAVENHAGE;Internet Max & TV Max Next;S GRAVENHAGE;Not Converged;41995;Extra Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41991;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41991;Volop Bellen;6.210.958.904;Extra Channel Pack;0,
3207;LOYAL & LIGHT RISK;42595;low;TILBURG;Internet Start & TV Complete;TILBURG;Not Converged;42595;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42595;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42595;Vast Bellen;4.556.164.384;Standard Channel Pack;0,
3210;MEDIUM RISK;43260;high;NIJMEGEN;25Mb/s & TV Start;NIJMEGEN;Not Converged;43259;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43259;25 / 2.5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT;Dhr.;;;2.736.986.301;Standard Channel Pack;1,
3212;MEDIUM RISK;42976;high;AMERSFOORT;Internet Max & TV Complete;AMERSFOORT;Not Converged;42972;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42976;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42976;Vast Bellen;3.523.287.671;Standard Channel Pack;0,
3213;HIGH RISK;42646;low;WANSSUM;Internet Complete & TV Complete;VENRAY;Converged;42646;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42646;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42646;Vast Bellen;4.416.438.356;Standard Channel Pack;1,
3214;HIGH RISK;41524;low;HARDENBERG;Internet Start & TV Start;HARDENBERG;Converged;41524;Standard Channel Pack No Horizon;0;Volop Bellen;1;0;1;1;1;1;41524;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;41524;Volop Bellen;7.490.410.959;Standard Channel Pack;1,
3216;LOYAL & LIGHT RISK;42553;mid;ELBURG;Internet Complete & TV Complete;ELBURG;Not Converged;42553;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr./Mevr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
3220;MEDIUM RISK;40941;low;AMERSFOORT;TV+INT Z2 (digitaal) (fZiggo);AMERSFOORT;Converged;42599;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;40941;250 / 25 MBPS;SAFE ONLINE XL;1;0;;1;0;0;1;TV + INT;Dhr.;;;9.087.671.233;Standard Channel Pack;0,
3222;MEDIUM RISK;41563;low;ELSLOO FR;Internet Complete & TV Complete Next;OOSTSTELLINGWERF;Converged;41563;Standard Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;41563;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;41563;Vast Bellen;7.383.561.644;Standard Channel Pack;1,
3233;MEDIUM RISK;41640;low;AMSTERDAM;Internet Max & TV Max Next;AMSTERDAM;Converged;41640;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41640;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41640;Vast Bellen;717.260.274;Extra Channel Pack;1,
3235;HIGH RISK;41640;high;DIDAM;Kabel TV;MONTFERLAND;Not Converged;;Cable TV;0;;0;0;1;0;0;0;;;;0;0;;0;0;0;0;TV;Dhr.;;;717.260.274;Cable TV;0,
3239;MEDIUM RISK;42094;mid;EGMOND AAN DEN HOEF;Internet Complete & TV Complete (zonder bellen) (Selene);BERGEN NH;Not Converged;42600;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;42094;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL (SELENE);0;1;0;0;TV + INT;Mevr.;;;5.928.767.123;Standard Channel Pack;0,
3245;LOYAL & LIGHT RISK;39477;high;ZWOLLE;Internet Complete & TV Complete (zonder bellen) (Selene);ZWOLLE;Not Converged;44208;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;39477;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL (SELENE);0;1;0;0;TV + INT;Dhr.;;;1.309.863.014;Standard Channel Pack;1,
3247;MEDIUM RISK;41574;low;HOEVELAKEN;Internet Complete & TV Complete;NIJKERK;Not Converged;41574;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;41574;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Mevr.;41574;Vast Bellen;7.353.424.658;Standard Channel Pack;0,
3256;HIGH RISK;42263;low;AMSTERDAM;Internet Max & TV Max Next;AMSTERDAM;Converged;42263;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42263;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;42263;Vast Bellen;5.465.753.425;Extra Channel Pack;1,
3258;MEDIUM RISK;43281;high;ROOSENDAAL;Internet Complete & TV Complete (2P);ROOSENDAAL;Not Converged;43280;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;43280;250 / 25 MBPS;SAFE ONLINE L;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Dhr.;;;2.679.452.055;Standard Channel Pack;0,
3259;HIGH RISK;41685;low;MIDDELHARNIS;Internet Complete & TV Complete Next (zonder bellen);GOEREE-OVERFLAKKEE;Converged;41685;Extra Channel Pack No Horizon;0;;0;0;1;1;1;0;41685;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;1;1;TV + INT;Dhr.;;;7.049.315.068;Extra Channel Pack;0,
3260;MEDIUM RISK;42689;high;DUIVEN;Internet Complete & TV Complete;DUIVEN;Not Converged;42689;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;42689;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42689;Volop Bellen;4.298.630.137;Standard Channel Pack;0,
3262;HIGH RISK;40372;high;ZWOLLE;Alles-in-1 Plus (digitaal) (fZiggo);ZWOLLE;Not Converged;40372;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;40372;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;40372;Volop Bellen;1.064.657.534;Standard Channel Pack;0,
3265;LOYAL & LIGHT RISK;40945;high;BERGEN LB;Internet Complete & TV Complete;BERGEN LB;Converged;40945;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;40945;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;40945;Vast Bellen;9.076.712.329;Standard Channel Pack;0,
3270;HIGH RISK;40153;low;TILBURG;Internet Complete & TV Complete Next;TILBURG;Not Converged;40153;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;40153;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;40153;Volop Bellen;1.124.657.534;Standard Channel Pack;0,
3271;MEDIUM RISK;43539;high;HALSTEREN;Internet Start & TV Start (2P);BERGEN OP ZOOM;Not Converged;43542;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43539;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;1;0;0;0;TV + INT;Dhr.;43539;;1.969.863.014;Standard Channel Pack;0,
3272;LOYAL & LIGHT RISK;43182;high;BOEKEL;Internet Complete & TV Complete;BOEKEL;Converged;43182;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;43182;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;43182;Vast Bellen;2.947.945.205;Standard Channel Pack;1,
3275;LOYAL & LIGHT RISK;40088;mid;BOCHOLTZ;Internet Complete & TV Complete Next;SIMPELVELD;Not Converged;40088;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40088;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;40088;Vast Bellen;1.142.465.753;Standard Channel Pack;0,
3276;HIGH RISK;41254;low;SPIJKENISSE;Internet Start XL & TV Start;NISSEWAARD;Not Converged;41254;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41254;100 / 10 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;41254;Vast Bellen;8.230.136.986;Standard Channel Pack;1,
3278;HIGH RISK;42320;mid;EINDHOVEN;Internet Complete & TV Start;EINDHOVEN;Not Converged;42320;Standard Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;42320;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;42320;Vast Bellen;5.575.342.466;Standard Channel Pack;1,
3279;MEDIUM RISK;41883;low;LEERDAM;Internet Complete & TV Max;VIJFHEERENLANDEN;Converged;41883;Extra Channel Pack Horizon;0;Vast Bellen;1;1;1;1;1;1;41883;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;41883;Vast Bellen;6.506.849.315;Extra Channel Pack;1,
3281;MEDIUM RISK;42668;mid;WORMER;25Mb/s & bellen & B2O (Tientje Vriendje) (fZiggo);WORMERLAND;Not Converged;42668;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42668;25 / 2.5 MBPS;SAFE ONLINE;0;0;;0;0;1;0;TV + INT + TEL;Dhr.;42668;Vast Bellen;4.356.164.384;Extra Channel Pack;0,
3284;HIGH RISK;41496;mid;ANNA PAULOWNA;Internet Complete & TV Complete Next;HOLLANDS KROON;Not Converged;41496;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41496;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;1;0;TV + INT + TEL;Mevr.;42865;Vast Bellen;7.567.123.288;Extra Channel Pack;0,
3285;HIGH RISK;39800;low;BEVERWIJK;Internet Complete & TV Max Next;BEVERWIJK;Converged;39800;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;39800;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;39800;Vast Bellen;1.221.369.863;Extra Channel Pack;1,
3286;LOYAL & LIGHT RISK;42624;mid;GOIRLE;Internet Complete & TV Complete;GOIRLE;Not Converged;42624;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42624;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42624;Vast Bellen;4.476.712.329;Standard Channel Pack;0,
3289;MEDIUM RISK;41561;low;VENLO;Internet Max & TV Max Next;VENLO;Not Converged;41561;Extra Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41561;500 / 50 MBPS;SAFE ONLINE L;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41561;Volop Bellen;7.389.041.096;Extra Channel Pack;0,
3293;MEDIUM RISK;42595;low;STEENBERGEN NB;Internet Complete & TV Max;STEENBERGEN;Converged;42595;Extra Channel Pack Horizon;0;Vast Bellen;1;0;1;1;1;1;42595;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;42595;Vast Bellen;4.556.164.384;Extra Channel Pack;1,
3295;MEDIUM RISK;41603;low;VEENENDAAL;Alles-in-1 Basis (digitaal) (fZiggo);VEENENDAAL;Not Converged;41603;Extra Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41603;50 / 5 MBPS;SAFE ONLINE;0;0;;0;0;1;0;TV + INT + TEL;Dhr.;41603;Volop Bellen;7.273.972.603;Extra Channel Pack;0,
3306;MEDIUM RISK;40575;low;BERGEN OP ZOOM;Internet Complete & TV Complete;BERGEN OP ZOOM;Converged;40575;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;40575;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;40575;Vast Bellen;1.009.041.096;Standard Channel Pack;1,
3308;HIGH RISK;41334;low;AMSTERDAM;Internet Complete & TV Max Next;AMSTERDAM;Converged;41334;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41334;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;0;1;1;TV + INT + TEL;Dhr.;41334;Vast Bellen;8.010.958.904;Extra Channel Pack;0,
3314;HIGH RISK;42592;low;DE MEERN;Internet Start & TV Start;UTRECHT;Not Converged;42592;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;43136;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Mevr.;43136;Volop Bellen;4.564.383.562;Standard Channel Pack;0,
3315;MEDIUM RISK;39746;low;ZOETERMEER;MultiCore;ZOETERMEER;Converged;39746;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;39746;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;39746;Vast Bellen;1.236.164.384;Standard Channel Pack;0,
3318;MEDIUM RISK;40576;mid;VENLO;TV+INT Z2 (digitaal) (fZiggo);VENLO;Not Converged;40576;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;40576;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT;Mevr.;40576;;1.008.767.123;Standard Channel Pack;1,
3325;MEDIUM RISK;41365;mid;APPELSCHA;Internet Start & TV Complete;OOSTSTELLINGWERF;Not Converged;41365;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;41365;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr./Mevr.;41365;Vast Bellen;7.926.027.397;Standard Channel Pack;0,
3328;HIGH RISK;42615;low;RODEN;Internet Complete & TV Start;NOORDENVELD;Not Converged;42615;Standard Channel Pack No Horizon;1;Vast Bellen;0;0;1;1;1;1;42615;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42615;Vast Bellen;4.501.369.863;Standard Channel Pack;0,
3336;HIGH RISK;41548;mid;WEESP;Internet Start XL & TV Start;WEESP;Not Converged;41548;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41548;100 / 10 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;41548;Vast Bellen;7.424.657.534;Standard Channel Pack;0,
3337;LOYAL & LIGHT RISK;42353;mid;ALMERE;Internet Complete & TV Max Next;ALMERE;Converged;42353;Extra Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;42353;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;42353;Vast Bellen;5.219.178.082;Extra Channel Pack;1,
3338;HIGH RISK;40515;low;GELEEN;Internet Complete & TV Complete;SITTARD-GELEEN;Converged;40515;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;40515;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;40515;Volop Bellen;1.025.479.452;Standard Channel Pack;0,
3344;MEDIUM RISK;42668;low;OOSTERHOUT NB;Internet Complete & TV Complete;OOSTERHOUT;Converged;42668;Extra Channel Pack Horizon;0;Volop Bellen;1;0;1;1;1;1;42668;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;1;0;TV + INT + TEL;Dhr.;42668;Volop Bellen;4.356.164.384;Extra Channel Pack;1,
3349;HIGH RISK;39666;low;BAARN;Internet Complete & TV Complete Next;BAARN;Converged;39666;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;39666;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;39666;Vast Bellen;1.258.082.192;Standard Channel Pack;0,
3350;LOYAL & LIGHT RISK;43734;high;ROTTERDAM;Internet Start & TV Complete Next (zonder bellen);ROTTERDAM;Converged;43732;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43732;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT;Dhr.;;;144.109.589;Standard Channel Pack;0,
3363;HIGH RISK;41636;high;ZOETERMEER;25Mb/s & Vast Bellen & TV Start;ZOETERMEER;Not Converged;42430;Standard Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;41636;25 / 2.5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;42973;Vast Bellen;7.183.561.644;Standard Channel Pack;0,
3366;MEDIUM RISK;41593;low;'S-GRAVENHAGE;Alles-in-1 Plus (digitaal) (fZiggo);S GRAVENHAGE;Converged;41593;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41593;250 / 25 MBPS;SAFE ONLINE XL;1;0;;0;0;1;0;TV + INT + TEL;Mevr.;41593;Vast Bellen;7.301.369.863;Extra Channel Pack;0,
3371;HIGH RISK;43617;mid;RAAMSDONKSVEER;Internet Start & TV Start (2P);GEERTRUIDENBERG;Converged;43617;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;43617;50 / 5 MBPS;SAFE ONLINE XL;1;0;;1;0;0;1;TV + INT;Dhr.;;;1.756.164.384;Standard Channel Pack;0,
3374;MEDIUM RISK;40924;low;MAASTRICHT;Internet Complete & TV Complete Next;MAASTRICHT;Converged;40924;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40924;250 / 25 MBPS;SAFE ONLINE XL;1;1;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;40924;Vast Bellen;9.134.246.575;Standard Channel Pack;0,
3376;HIGH RISK;40294;low;RIJSWIJK ZH;Alles-in-1 Basis (digitaal) (fZiggo);RIJSWIJK;Not Converged;40294;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;40294;50 / 5 MBPS;SAFE ONLINE;0;0;;1;0;0;1;TV + INT + TEL;Mevr.;40294;Volop Bellen;1.086.027.397;Standard Channel Pack;0,
3378;HIGH RISK;41568;low;ZWOLLE;Internet Max & TV Max (2P);ZWOLLE;Converged;41568;Extra Channel Pack Horizon;0;;1;1;1;1;1;0;41568;500 / 50 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT;Dhr.;41568;;7.369.863.014;Extra Channel Pack;1,
3379;HIGH RISK;42553;low;DIEMEN;Internet Complete & TV Max;DIEMEN;Not Converged;42553;Extra Channel Pack Horizon;1;Vast Bellen;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;42553;Vast Bellen;4.671.232.877;Extra Channel Pack;0,
